FileName;Version Name;#Revision;#FixCommit;Size;Churn;MaxChurn;AvgChurn;ChgSetSize;MaxChgSetSize;AvgChgSetSize;Buggy
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JDBCValueOrder.java;1;1;0;64;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java;1;1;0;161;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Joinable.java;1;3;0;86;5;3;16.666.666.666.666.600;379;300;12.633.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaults.java;1;1;0;304;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaultsImpl.java;1;4;0;704;4;3;1.0;356;300;89.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingInfo.java;1;8;0;1764;23;15;2.875;367;300;45.875;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingRepository.java;1;7;0;1171;15;10;2.142.857.142.857.140;404;300;57.714.285.714.285.700;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingStrategyInstaller.java;1;2;0;68;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java;1;9;1;1123;5;3;0.5555555555555556;352;300;39.111.111.111.111.100;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MetaDataPlusMappingFactory.java;1;1;0;139;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneMappingDefaults.java;1;2;0;163;4;3;2.0;339;300;169.5;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneStrategyInstaller.java;1;2;0;60;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/PropertiesReverseCustomizer.java;1;3;0;227;-1;3;-0.3333333333333333;355;300;11.833.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java;1;3;0;607;7;3;23.333.333.333.333.300;355;300;11.833.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RefreshStrategyInstaller.java;1;2;0;135;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RelationId.java;1;2;0;35;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseCustomizer.java;1;1;0;160;3;3;3.0;300;300;300.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java;1;3;0;2047;-3;3;-1.0;349;300;11.633.333.333.333.300;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/RuntimeStrategyInstaller.java;1;2;0;93;3;3;1.5;522;300;261.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java;1;1;0;149;3;3;3.0;300;300;300.0;yes
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Strategy.java;1;3;0;131;5;3;16.666.666.666.666.600;561;300;187.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/StrategyInstaller.java;1;3;0;67;2;3;0.6666666666666666;561;300;187.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueHandler.java;1;3;0;99;5;3;16.666.666.666.666.600;561;300;187.0;no
openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMapping.java;1;3;0;265;4;3;13.333.333.333.333.300;561;300;187.0;no
