@RELATION OPENJPA11TestDataset

@ATTRIBUTE REAL REAL
@ATTRIBUTE #revision REAL
@ATTRIBUTE #fixcommit REAL
@ATTRIBUTE size REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE avgchurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE avgchgsetsize REAL
@ATTRIBUTE buggy {no,yes}

@DATA
12,0,0,56,0,0,0,0,0,0,no
12,0,0,45,0,0,0,0,0,0,no
12,0,0,45,0,0,0,0,0,0,no
12,0,0,97,0,0,0,0,0,0,no
12,0,0,43,0,0,0,0,0,0,no
12,0,0,76,0,0,0,0,0,0,no
12,6,1,77,0,0,0,0,0,0,no
12,3,0,72,0,0,0,0,0,0,no
12,0,0,197,0,0,0,0,0,0,no
12,1,1,170,0,0,0,0,0,0,no
12,0,0,120,0,0,0,0,0,0,no
12,0,0,89,0,0,0,0,0,0,no
12,0,0,72,0,0,0,0,0,0,no
12,0,0,95,0,0,0,0,0,0,no
12,0,0,121,0,0,0,0,0,0,no
12,0,0,116,0,0,0,0,0,0,no
12,0,0,103,0,0,0,0,0,0,no
12,0,0,134,0,0,0,0,0,0,no
12,0,0,117,0,0,0,0,0,0,no
12,0,0,138,0,0,0,0,0,0,no
12,0,0,101,0,0,0,0,0,0,no
12,0,0,116,0,0,0,0,0,0,no
12,0,0,104,0,0,0,0,0,0,no
12,0,0,126,0,0,0,0,0,0,no
12,0,0,56,0,0,0,0,0,0,no
12,0,0,52,0,0,0,0,0,0,no
12,0,0,43,0,0,0,0,0,0,no
12,0,0,30,0,0,0,0,0,0,no
12,0,0,36,0,0,0,0,0,0,no
12,0,0,76,0,0,0,0,0,0,no
12,0,0,65,0,0,0,0,0,0,no
12,0,0,96,0,0,0,0,0,0,no
12,0,0,104,0,0,0,0,0,0,yes
12,0,0,1292,0,0,0,0,0,0,no
12,0,0,99,0,0,0,0,0,0,no
12,0,0,248,0,0,0,0,0,0,no
12,0,0,644,0,0,0,0,0,0,no
12,0,0,22,0,0,0,0,0,0,no
12,0,0,22,0,0,0,0,0,0,no
12,0,0,39,0,0,0,0,0,0,no
12,0,0,31,0,0,0,0,0,0,no
12,8,4,243,0,0,0,0,0,0,no
12,6,2,312,0,0,0,0,0,0,no
12,3,1,159,0,0,0,0,0,0,no
12,1,0,53,0,0,0,0,0,0,no
12,6,0,626,0,0,0,0,0,0,no
12,22,6,929,0,0,0,0,0,0,no
12,9,0,87,0,0,0,0,0,0,no
12,1,0,61,0,0,0,0,0,0,no
12,3,0,162,0,0,0,0,0,0,no
12,5,2,68,0,0,0,0,0,0,no
12,0,0,39,0,0,0,0,0,0,no
12,0,0,911,0,0,0,0,0,0,no
12,0,0,56,0,0,0,0,0,0,no
12,0,0,213,0,0,0,0,0,0,no
12,0,0,484,0,0,0,0,0,0,no
12,0,0,86,0,0,0,0,0,0,no
12,0,0,311,0,0,0,0,0,0,no
12,0,0,359,0,0,0,0,0,0,no
12,3,0,146,0,0,0,0,0,0,no
12,11,5,215,0,0,0,0,0,0,no
12,12,3,437,0,0,0,0,0,0,no
12,1,0,72,0,0,0,0,0,0,no
12,0,0,74,0,0,0,0,0,0,no
12,2,1,327,0,0,0,0,0,0,no
12,7,0,265,0,0,0,0,0,0,no
12,1,0,35,0,0,0,0,0,0,no
12,8,1,555,0,0,0,0,0,0,no
12,6,2,297,0,0,0,0,0,0,no
12,1,0,45,0,0,0,0,0,0,no
12,1,0,420,-42,0,-42.00,2,2,2.00,no
12,0,0,181,0,0,0,0,0,0,no
12,2,1,128,0,0,0,0,0,0,no
12,1,0,61,0,0,0,0,0,0,no
12,0,0,65,0,0,0,0,0,0,no
12,11,0,161,0,0,0,0,0,0,no
12,7,2,244,0,0,0,0,0,0,no
12,11,2,448,0,0,0,0,0,0,no
12,2,0,54,0,0,0,0,0,0,no
12,1,0,41,0,0,0,0,0,0,no
12,4,1,107,0,0,0,0,0,0,no
12,46,17,1640,8,5,4.00,4,3,2.00,no
12,25,11,1069,0,0,0,0,0,0,no
12,1,0,46,0,0,0,0,0,0,no
12,2,0,465,0,0,0,0,0,0,no
12,0,0,136,0,0,0,0,0,0,no
12,14,3,424,0,0,0,0,0,0,no
12,4,0,221,0,0,0,0,0,0,no
12,5,2,460,0,0,0,0,0,0,no
12,9,1,209,0,0,0,0,0,0,no
12,0,0,57,0,0,0,0,0,0,no
12,0,0,418,0,0,0,0,0,0,no
12,0,0,382,0,0,0,0,0,0,no
12,0,0,53,0,0,0,0,0,0,no
12,0,0,163,0,0,0,0,0,0,no
12,1,0,47,0,0,0,0,0,0,no
12,19,5,307,0,0,0,0,0,0,no
12,3,1,82,0,0,0,0,0,0,no
12,1,0,131,0,0,0,0,0,0,no
12,19,2,407,0,0,0,0,0,0,no
12,3,1,158,0,0,0,0,0,0,no
12,26,7,967,0,0,0,0,0,0,no
12,1,0,43,0,0,0,0,0,0,no
12,4,0,206,0,0,0,0,0,0,no
12,3,1,59,0,0,0,0,0,0,no
12,9,2,122,0,0,0,0,0,0,no
12,3,0,167,0,0,0,0,0,0,no
12,2,1,37,0,0,0,0,0,0,no
12,2,0,84,0,0,0,0,0,0,no
12,2,1,37,0,0,0,0,0,0,no
12,4,1,214,0,0,0,0,0,0,no
12,1,0,44,0,0,0,0,0,0,no
12,3,0,49,0,0,0,0,0,0,no
12,2,0,73,0,0,0,0,0,0,no
12,2,0,75,0,0,0,0,0,0,no
12,0,0,193,0,0,0,0,0,0,no
12,0,0,192,0,0,0,0,0,0,no
12,6,1,142,0,0,0,0,0,0,no
12,3,0,95,0,0,0,0,0,0,no
12,4,1,161,0,0,0,0,0,0,no
12,4,0,193,0,0,0,0,0,0,no
12,4,0,109,0,0,0,0,0,0,no
12,2,0,70,0,0,0,0,0,0,no
12,8,3,235,0,0,0,0,0,0,no
12,3,0,63,0,0,0,0,0,0,no
12,2,0,46,0,0,0,0,0,0,no
12,4,1,72,24,24,24.00,8,8,8.00,no
12,3,1,85,0,0,0,0,0,0,no
12,0,0,62,0,0,0,0,0,0,no
12,5,3,44,18,18,18.00,8,8,8.00,no
12,2,0,51,0,0,0,0,0,0,no
12,5,0,211,0,0,0,0,0,0,no
12,4,0,78,0,0,0,0,0,0,no
12,2,0,59,0,0,0,0,0,0,no
12,3,0,56,0,0,0,0,0,0,no
12,3,0,44,0,0,0,0,0,0,no
12,3,0,224,0,0,0,0,0,0,no
12,4,0,125,0,0,0,0,0,0,no
12,5,0,117,0,0,0,0,0,0,no
12,0,0,212,0,0,0,0,0,0,no
12,1,0,83,0,0,0,0,0,0,no
12,4,0,213,0,0,0,0,0,0,no
12,3,0,176,0,0,0,0,0,0,no
12,3,0,47,0,0,0,0,0,0,no
12,7,1,230,0,0,0,0,0,0,no
12,2,0,47,0,0,0,0,0,0,no
12,2,0,93,0,0,0,0,0,0,no
12,2,0,47,0,0,0,0,0,0,no
12,0,0,57,0,0,0,0,0,0,no
12,4,1,156,0,0,0,0,0,0,no
12,3,0,168,0,0,0,0,0,0,no
12,2,0,65,0,0,0,0,0,0,no
12,2,0,65,0,0,0,0,0,0,no
12,1,0,45,0,0,0,0,0,0,no
12,23,2,517,0,0,0,0,0,0,no
12,1,0,47,0,0,0,0,0,0,no
12,1,0,32,0,0,0,0,0,0,no
12,1,0,56,0,0,0,0,0,0,no
12,1,0,61,0,0,0,0,0,0,no
12,7,2,146,0,0,0,0,0,0,no
12,0,0,166,0,0,0,0,0,0,no
12,0,0,134,0,0,0,0,0,0,no
12,7,2,162,0,0,0,0,0,0,no
12,5,2,162,0,0,0,0,0,0,no
12,1,0,44,0,0,0,0,0,0,no
12,1,0,44,0,0,0,0,0,0,no
12,3,1,99,0,0,0,0,0,0,no
12,3,0,79,0,0,0,0,0,0,no
12,2,0,81,0,0,0,0,0,0,no
12,3,1,51,0,0,0,0,0,0,no
12,0,0,178,0,0,0,0,0,0,no
12,2,0,103,0,0,0,0,0,0,no
12,43,9,1137,14,14,14.00,8,8,8.00,no
12,10,1,156,0,0,0,0,0,0,no
12,2,0,36,0,0,0,0,0,0,no
12,3,0,71,0,0,0,0,0,0,no
12,1,0,41,0,0,0,0,0,0,no
12,1,0,39,0,0,0,0,0,0,no
12,12,5,382,36,34,18.00,13,8,6.50,no
12,0,0,246,0,0,0,0,0,0,no
12,3,0,57,0,0,0,0,0,0,no
12,2,1,48,0,0,0,0,0,0,no
12,5,0,290,0,0,0,0,0,0,no
12,4,0,119,0,0,0,0,0,0,no
12,5,2,69,0,0,0,0,0,0,no
12,10,3,250,0,0,0,0,0,0,no
12,4,1,153,0,0,0,0,0,0,no
12,1,0,54,0,0,0,0,0,0,no
12,5,2,61,0,0,0,0,0,0,no
12,5,2,62,0,0,0,0,0,0,no
12,6,2,215,0,0,0,0,0,0,no
12,0,0,97,0,0,0,0,0,0,no
12,0,0,127,0,0,0,0,0,0,no
12,8,4,162,4,4,4.00,8,8,8.00,no
12,11,2,189,0,0,0,0,0,0,no
12,5,0,184,0,0,0,0,0,0,no
12,0,0,94,0,0,0,0,0,0,no
12,0,0,90,0,0,0,0,0,0,no
12,17,5,1104,0,0,0,0,0,0,no
12,15,3,581,0,0,0,0,0,0,no
12,3,0,115,0,0,0,0,0,0,no
12,3,0,129,0,0,0,0,0,0,no
12,4,0,436,0,0,0,0,0,0,no
12,7,1,166,0,0,0,0,0,0,no
12,3,0,78,0,0,0,0,0,0,no
12,2,0,85,0,0,0,0,0,0,no
12,23,8,1357,0,0,0,0,0,0,no
12,10,3,458,0,0,0,0,0,0,no
12,4,0,257,0,0,0,0,0,0,no
12,2,0,96,0,0,0,0,0,0,no
12,2,0,50,0,0,0,0,0,0,no
12,4,2,83,0,0,0,0,0,0,no
12,2,0,74,0,0,0,0,0,0,no
12,2,0,164,0,0,0,0,0,0,no
12,3,0,91,0,0,0,0,0,0,no
12,2,0,410,0,0,0,0,0,0,no
12,15,1,886,0,0,0,0,0,0,no
12,26,7,1908,0,0,0,0,0,0,no
12,31,9,1571,0,0,0,0,0,0,no
12,3,0,74,0,0,0,0,0,0,no
12,19,5,1146,0,0,0,0,0,0,no
12,1,0,142,0,0,0,0,0,0,no
12,3,0,221,0,0,0,0,0,0,no
12,2,0,63,0,0,0,0,0,0,no
12,3,0,230,0,0,0,0,0,0,no
12,5,1,629,0,0,0,0,0,0,no
12,2,0,138,0,0,0,0,0,0,no
12,2,0,38,0,0,0,0,0,0,no
12,1,0,163,0,0,0,0,0,0,no
12,13,3,2218,0,0,0,0,0,0,no
12,3,0,94,0,0,0,0,0,0,no
12,7,1,282,0,0,0,0,0,0,no
12,3,0,136,0,0,0,0,0,0,no
12,3,0,69,0,0,0,0,0,0,no
12,3,0,104,0,0,0,0,0,0,no
12,4,0,278,0,0,0,0,0,0,no
12,6,1,568,0,0,0,0,0,0,no
12,5,1,390,0,0,0,0,0,0,no
12,3,2,379,0,0,0,0,0,0,yes
12,6,2,169,0,0,0,0,0,0,no
12,4,2,86,0,0,0,0,0,0,yes
12,1,0,82,0,0,0,0,0,0,no
12,2,0,96,0,0,0,0,0,0,no
12,5,1,184,0,0,0,0,0,0,no
12,1,0,81,0,0,0,0,0,0,no
12,1,0,61,0,0,0,0,0,0,no
12,4,2,77,0,0,0,0,0,0,no
12,2,0,63,0,0,0,0,0,0,no
12,2,0,74,0,0,0,0,0,0,no
12,2,0,95,0,0,0,0,0,0,no
12,2,0,78,0,0,0,0,0,0,no
12,3,0,130,0,0,0,0,0,0,no
12,2,0,63,0,0,0,0,0,0,no
12,11,6,359,0,0,0,0,0,0,no
12,4,0,138,0,0,0,0,0,0,no
12,3,1,191,0,0,0,0,0,0,no
12,12,2,1651,0,0,0,0,0,0,no
12,12,2,303,0,0,0,0,0,0,no
12,2,0,99,0,0,0,0,0,0,no
12,2,0,115,5,5,5.00,4,4,4.00,no
12,3,0,69,0,0,0,0,0,0,no
12,3,0,141,0,0,0,0,0,0,no
12,8,3,281,0,0,0,0,0,0,no
12,7,2,418,0,0,0,0,0,0,no
12,5,1,248,0,0,0,0,0,0,no
12,13,5,450,0,0,0,0,0,0,no
12,5,2,277,0,0,0,0,0,0,no
12,3,0,87,0,0,0,0,0,0,no
12,2,0,110,0,0,0,0,0,0,no
12,6,1,167,0,0,0.00,7,7,7.00,no
12,1,0,99,0,0,0,0,0,0,no
12,1,0,152,0,0,0,0,0,0,no
12,2,0,232,0,0,0,0,0,0,no
12,4,0,423,0,0,0,0,0,0,no
12,3,1,224,0,0,0,0,0,0,no
12,12,4,333,0,0,0,0,0,0,no
12,3,0,108,0,0,0,0,0,0,no
12,3,0,97,0,0,0,0,0,0,no
12,3,0,114,0,0,0,0,0,0,no
12,3,0,84,0,0,0,0,0,0,no
12,5,1,269,0,0,0,0,0,0,no
12,0,0,110,0,0,0,0,0,0,no
12,1,1,41,0,0,0,0,0,0,no
12,1,0,89,0,0,0,0,0,0,no
12,1,0,58,0,0,0,0,0,0,no
12,1,0,54,0,0,0,0,0,0,no
12,1,0,55,0,0,0,0,0,0,no
12,4,3,76,0,0,0,0,0,0,yes
12,1,0,49,0,0,0,0,0,0,no
12,4,0,178,0,0,0,0,0,0,no
12,5,1,410,0,0,0,0,0,0,no
12,1,0,88,0,0,0,0,0,0,no
12,2,0,97,0,0,0,0,0,0,no
12,3,1,115,0,0,0,0,0,0,no
12,44,14,1093,2,2,2.00,2,2,2.00,no
12,1,1,290,0,0,0,0,0,0,no
12,4,0,201,0,0,0,0,0,0,no
12,4,0,200,0,0,0,0,0,0,no
12,9,3,538,0,0,0,0,0,0,no
12,5,1,228,0,0,0,0,0,0,no
12,11,5,374,0,0,0,0,0,0,no
12,7,2,286,0,0,0,0,0,0,no
