@RELATION OPENJPA13TrainingDataset

@ATTRIBUTE versionname REAL
@ATTRIBUTE #revision REAL
@ATTRIBUTE #fixcommit REAL
@ATTRIBUTE size REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE avgchurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE avgchgsetsize REAL
@ATTRIBUTE buggy {no,yes}
@DATA
1,4,0,497,5,5,1,264,222,66,no
1,0,0,108,0,0,0,0,0,0,no
1,1,0,104,0,0,0,3,3,3,no
1,1,1,308,1,1,1,17,17,17,yes
1,0,0,39,0,0,0,0,0,0,no
1,5,0,493,33,25,6,77,31,15,no
1,1,0,82,0,0,0,26,26,26,no
1,1,0,36,0,0,0,26,26,26,no
1,4,0,87,4,4,1,64,31,16,no
1,2,0,91,4,4,2,57,31,28,no
1,1,0,89,0,0,0,26,26,26,no
1,1,0,35,0,0,0,26,26,26,no
1,1,0,91,0,0,0,26,26,26,no
1,5,0,90,90,52,18,48,14,9,no
1,2,0,90,4,4,2,57,31,28,no
1,1,0,76,0,0,0,26,26,26,no
1,1,0,66,0,0,0,26,26,26,no
1,1,0,60,0,0,0,26,26,26,no
1,1,0,119,0,0,0,26,26,26,no
1,1,0,190,0,0,0,222,222,222,no
1,3,1,279,-3,2,-1,256,222,85,no
1,2,0,53,1,1,0,225,222,112,no
1,16,2,2133,-43,81,-2,397,222,24,no
1,0,0,59,0,0,0,0,0,0,no
1,1,0,48,0,0,0,222,222,222,no
1,0,0,77,0,0,0,0,0,0,no
1,1,0,40,0,0,0,222,222,222,no
1,2,0,350,-2,1,-1,60,44,30,no
1,0,0,207,0,0,0,0,0,0,no
1,2,0,213,14,14,7,224,222,112,no
1,1,0,36,0,0,0,222,222,222,no
1,0,0,70,0,0,0,0,0,0,no
1,9,0,850,13,10,1,171,47,19,no
1,23,1,3029,53,21,2,269,47,11,yes
1,1,0,435,0,0,0,222,222,222,no
1,2,0,423,0,0,0,233,222,116,no
1,2,0,319,2,2,1,248,222,124,no
1,1,0,60,0,0,0,26,26,26,no
1,1,0,71,0,0,0,26,26,26,no
1,1,0,37,0,0,0,26,26,26,no
1,0,0,64,0,0,0,0,0,0,no
1,0,0,135,0,0,0,0,0,0,no
1,1,0,36,0,0,0,26,26,26,no
1,0,0,63,0,0,0,0,0,0,no
1,0,0,63,0,0,0,0,0,0,no
1,5,1,331,3,1,0,60,17,12,yes
1,2,0,137,0,0,0,7,5,3,no
1,0,0,67,0,0,0,0,0,0,no
1,0,0,483,0,0,0,0,0,0,yes
1,1,0,39,15,15,15,141,141,141,no
1,0,0,38,0,0,0,0,0,0,no
1,0,0,94,0,0,0,0,0,0,no
1,0,0,69,0,0,0,0,0,0,no
1,0,0,90,0,0,0,0,0,0,no
1,0,0,56,0,0,0,0,0,0,no
1,0,0,68,0,0,0,0,0,0,no
1,0,0,55,0,0,0,0,0,0,no
1,0,0,80,0,0,0,0,0,0,no
