@RELATION OPENJPA1TestDataset

@ATTRIBUTE versionname REAL
@ATTRIBUTE #revision REAL
@ATTRIBUTE #fixcommit REAL
@ATTRIBUTE size REAL
@ATTRIBUTE churn REAL
@ATTRIBUTE maxchurn REAL
@ATTRIBUTE avgchurn REAL
@ATTRIBUTE chgsetsize REAL
@ATTRIBUTE maxchgsetsize REAL
@ATTRIBUTE avgchgsetsize REAL
@ATTRIBUTE buggy {no,yes}
@DATA
2,0,0,170,0,0,0,0,0,0,no
2,0,0,218,0,0,0,0,0,0,no
2,0,0,342,0,0,0,0,0,0,no
2,0,0,270,0,0,0,0,0,0,no
2,0,0,330,0,0,0,0,0,0,no
2,0,0,521,0,0,0,0,0,0,no
2,0,0,259,0,0,0,0,0,0,no
2,0,0,169,0,0,0,0,0,0,no
2,0,0,77,0,0,0,0,0,0,no
2,1,1,51,6,6,6,12,12,12,no
2,1,1,46,13,13,13,12,12,12,no
2,1,0,122,2,2,2,64,64,64,no
2,0,0,133,0,0,0,0,0,0,no
2,0,0,154,0,0,0,0,0,0,no
2,2,1,711,17,10,8,5,4,2,no
2,0,0,308,0,0,0,0,0,0,no
2,0,0,188,0,0,0,0,0,0,no
2,2,2,272,5,4,2,188,99,94,no
2,0,0,111,0,0,0,0,0,0,no
2,0,0,151,0,0,0,0,0,0,no
2,2,2,103,3,3,1,188,99,94,no
2,1,0,728,13,13,13,12,12,12,no
2,0,0,85,0,0,0,0,0,0,no
2,0,0,194,0,0,0,0,0,0,no
2,0,0,187,0,0,0,0,0,0,no
2,0,0,80,0,0,0,0,0,0,no
2,0,0,85,0,0,0,0,0,0,no
2,0,0,45,0,0,0,0,0,0,no
2,0,0,263,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,937,0,0,0,0,0,0,no
2,0,0,403,0,0,0,0,0,0,no
2,0,0,65,0,0,0,0,0,0,no
2,0,0,81,0,0,0,0,0,0,no
2,0,0,1518,0,0,0,0,0,0,yes
2,0,0,235,0,0,0,0,0,0,no
2,0,0,209,0,0,0,0,0,0,no
2,2,2,179,7,7,3,188,99,94,no
2,0,0,692,0,0,0,0,0,0,yes
2,0,0,496,0,0,0,0,0,0,no
2,0,0,56,0,0,0,0,0,0,yes
2,0,0,605,0,0,0,0,0,0,no
2,0,0,446,0,0,0,0,0,0,no
2,1,1,104,0,0,0,11,11,11,no
2,0,0,853,0,0,0,0,0,0,no
2,0,0,154,0,0,0,0,0,0,no
2,0,0,96,0,0,0,0,0,0,no
2,0,0,45,0,0,0,0,0,0,no
2,0,0,38,0,0,0,0,0,0,no
2,10,5,414,326,120,32,147,99,14,no
2,7,4,3810,87,27,12,155,99,22,yes
2,4,2,602,13,12,3,190,99,47,yes
2,0,0,96,0,0,0,0,0,0,no
2,0,0,174,0,0,0,0,0,0,no
2,0,0,61,0,0,0,0,0,0,no
2,0,0,162,0,0,0,0,0,0,no
2,0,0,228,0,0,0,0,0,0,no
2,1,1,316,0,0,0,99,99,99,no
2,1,1,256,5,5,5,1,1,1,yes
2,0,0,118,0,0,0,0,0,0,no
2,0,0,115,0,0,0,0,0,0,no
2,0,0,193,0,0,0,0,0,0,no
2,0,0,406,0,0,0,0,0,0,no
2,0,0,42,0,0,0,0,0,0,no
2,0,0,80,0,0,0,0,0,0,no
2,0,0,935,0,0,0,0,0,0,no
2,0,0,536,0,0,0,0,0,0,no
2,0,0,198,0,0,0,0,0,0,no
2,3,0,1030,70,59,23,31,22,10,no
2,0,0,127,0,0,0,0,0,0,no
2,1,0,380,10,10,10,1,1,1,yes
